#SampleID	d__Bacteria;p__Firmicutes	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Myxococcota	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Patescibacteria	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__Spirochaetota	d__Bacteria;p__WS4	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Hydrogenedentes	d__Bacteria;p__Methylomirabilota	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__Latescibacterota	d__Bacteria;p__Nitrospirota	d__Bacteria;p__FCPU426	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__Sumerlaeota	d__Bacteria;p__Zixibacteria	d__Bacteria;p__Margulisbacteria	d__Bacteria;p__Entotheonellaeota	d__Bacteria;p__Cloacimonadota	d__Bacteria;p__Deferrisomatota	d__Bacteria;p__LCP-89	d__Bacteria;p__WPS-2	d__Bacteria;p__Campylobacterota	d__Bacteria;p__MBNT15	d__Bacteria;p__GAL15	d__Bacteria;p__WOR-1	d__Bacteria;p__WS2	d__Bacteria;p__Deinococcota	d__Bacteria;p__NB1-j	d__Bacteria;p__Dependentiae	d__Bacteria;p__CK-2C2-2	d__Bacteria;p__TX1A-33	d__Bacteria;p__WS1	d__Bacteria;p__Modulibacteria	d__Bacteria;p__DTB120	d__Bacteria;p__Sva0485
SRR9612714	37.0	1305.0	1872.0	177.0	3507.0	7538.0	4056.0	1025.0	67.0	1890.0	490.0	763.0	20.0	137.0	0.0	0.0	4.0	116.0	25.0	335.0	42.0	227.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612715	78.0	2426.0	2088.0	286.0	6251.0	4760.0	2226.0	604.0	18.0	2083.0	512.0	439.0	9.0	82.0	0.0	13.0	20.0	42.0	10.0	247.0	17.0	88.0	46.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612716	54.0	1396.0	1963.0	173.0	4533.0	7995.0	4841.0	1206.0	50.0	1632.0	267.0	566.0	24.0	225.0	3.0	0.0	32.0	40.0	15.0	530.0	8.0	156.0	103.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612717	106.0	3151.0	1212.0	293.0	6911.0	3466.0	2200.0	402.0	7.0	1755.0	485.0	366.0	2.0	49.0	0.0	13.0	30.0	11.0	5.0	111.0	0.0	56.0	39.0	0.0	2.0	0.0	6.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612718	54.0	2234.0	1682.0	388.0	4748.0	4764.0	2350.0	449.0	16.0	1887.0	301.0	470.0	0.0	55.0	0.0	13.0	11.0	33.0	20.0	200.0	5.0	122.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612719	42.0	1483.0	1555.0	109.0	3320.0	5042.0	2498.0	801.0	0.0	1352.0	201.0	374.0	14.0	104.0	10.0	13.0	48.0	16.0	4.0	372.0	12.0	145.0	43.0	5.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612720	102.0	2168.0	2113.0	243.0	6298.0	8630.0	5048.0	2138.0	16.0	1894.0	476.0	628.0	20.0	229.0	0.0	21.0	30.0	38.0	8.0	347.0	26.0	167.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612721	253.0	1980.0	2597.0	370.0	3971.0	9942.0	8363.0	2097.0	80.0	2308.0	1465.0	965.0	15.0	269.0	3.0	0.0	12.0	54.0	59.0	547.0	110.0	430.0	71.0	0.0	0.0	3.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	5.0	0.0	0.0	14.0	0.0	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612723	310.0	1413.0	2031.0	130.0	2647.0	5779.0	6731.0	833.0	113.0	2015.0	1616.0	3154.0	13.0	94.0	4.0	0.0	4593.0	22.0	23.0	384.0	2.0	60.0	72.0	0.0	0.0	3.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612724	312.0	1146.0	2943.0	267.0	3337.0	8555.0	5865.0	2376.0	61.0	2809.0	899.0	1387.0	10.0	386.0	24.0	0.0	12.0	84.0	45.0	512.0	73.0	217.0	172.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	8.0	7.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612725	270.0	965.0	1110.0	112.0	2390.0	4287.0	3717.0	2888.0	39.0	1598.0	482.0	471.0	20.0	416.0	22.0	0.0	37.0	54.0	8.0	252.0	7.0	204.0	181.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612726	379.0	1614.0	1442.0	336.0	2492.0	6191.0	5729.0	3597.0	72.0	2608.0	524.0	818.0	86.0	687.0	14.0	39.0	40.0	67.0	28.0	509.0	25.0	303.0	193.0	7.0	0.0	0.0	12.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612727	0.0	5188.0	62.0	0.0	20.0	355.0	8924.0	1522.0	47.0	2843.0	1175.0	100.0	0.0	29.0	4.0	0.0	0.0	682.0	0.0	0.0	222.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612728	145.0	818.0	35.0	4.0	35.0	268.0	7544.0	2514.0	29.0	1425.0	426.0	62.0	11.0	1348.0	64.0	0.0	3.0	43.0	0.0	0.0	19.0	3.0	14.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612729	161.0	3326.0	185.0	19.0	27.0	707.0	16831.0	3236.0	87.0	3870.0	705.0	155.0	2.0	446.0	30.0	0.0	4.0	604.0	2.0	0.0	290.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612730	507.0	947.0	79.0	0.0	38.0	293.0	9961.0	8233.0	53.0	1101.0	1223.0	276.0	2.0	881.0	92.0	0.0	14.0	287.0	0.0	0.0	12.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	136.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612731	97.0	1164.0	1304.0	204.0	3036.0	5898.0	5247.0	1971.0	27.0	1763.0	451.0	612.0	14.0	285.0	11.0	24.0	115.0	77.0	26.0	311.0	20.0	149.0	119.0	22.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612732	401.0	715.0	1114.0	182.0	2064.0	4825.0	6058.0	1645.0	17.0	1272.0	480.0	422.0	31.0	293.0	6.0	0.0	15.0	29.0	51.0	538.0	21.0	246.0	135.0	2.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	7.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612733	30.0	833.0	693.0	83.0	1832.0	2962.0	2694.0	1643.0	9.0	969.0	339.0	354.0	17.0	179.0	4.0	0.0	10.0	51.0	13.0	210.0	13.0	190.0	127.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612734	106.0	877.0	1123.0	211.0	2191.0	4972.0	3934.0	1661.0	37.0	1439.0	470.0	456.0	47.0	240.0	16.0	0.0	56.0	17.0	30.0	746.0	34.0	475.0	133.0	0.0	0.0	0.0	0.0	3.0	2.0	8.0	0.0	4.0	2.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612735	62.0	2087.0	3171.0	278.0	4930.0	9026.0	5360.0	1640.0	44.0	2163.0	570.0	891.0	23.0	124.0	6.0	12.0	24.0	74.0	28.0	529.0	17.0	299.0	112.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612738	190.0	1373.0	1401.0	68.0	2940.0	3952.0	4193.0	1379.0	33.0	1132.0	296.0	566.0	26.0	325.0	0.0	0.0	47.0	16.0	6.0	243.0	39.0	125.0	35.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612740	42.0	1632.0	970.0	104.0	3474.0	2194.0	2932.0	645.0	20.0	992.0	328.0	307.0	25.0	57.0	5.0	13.0	8.0	53.0	16.0	169.0	12.0	45.0	35.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612741	61.0	1428.0	1254.0	102.0	3423.0	3139.0	3918.0	873.0	25.0	1323.0	367.0	423.0	5.0	59.0	0.0	0.0	16.0	31.0	12.0	202.0	23.0	67.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612742	143.0	2866.0	2201.0	250.0	6494.0	9259.0	6519.0	2259.0	78.0	3235.0	672.0	1020.0	37.0	213.0	6.0	8.0	499.0	126.0	17.0	596.0	21.0	218.0	85.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612745	49.0	395.0	26.0	10.0	26.0	132.0	7346.0	310.0	16.0	1819.0	274.0	185.0	4.0	4.0	0.0	0.0	6.0	417.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612746	91.0	2945.0	4013.0	676.0	6149.0	12176.0	10108.0	1987.0	143.0	4325.0	1560.0	2070.0	8.0	107.0	0.0	0.0	592.0	294.0	39.0	469.0	71.0	169.0	112.0	0.0	0.0	12.0	49.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	52.0	0.0	15.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612749	2026.0	3042.0	25.0	8.0	12.0	799.0	3122.0	11726.0	30.0	625.0	606.0	322.0	2.0	39.0	22.0	0.0	29.0	113.0	0.0	0.0	21.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
SRR9612750	50.0	225.0	14.0	0.0	10.0	81.0	1091.0	11052.0	40.0	307.0	227.0	20.0	6.0	0.0	0.0	0.0	9.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612751	415.0	1935.0	814.0	41.0	2811.0	3282.0	3298.0	1506.0	27.0	1406.0	349.0	375.0	17.0	114.0	23.0	0.0	24.0	33.0	22.0	92.0	9.0	30.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612752	307.0	1602.0	1345.0	71.0	2568.0	5204.0	4555.0	1312.0	13.0	1812.0	435.0	616.0	15.0	140.0	17.0	0.0	32.0	25.0	24.0	252.0	20.0	116.0	49.0	0.0	0.0	0.0	16.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612753	363.0	1417.0	762.0	78.0	2384.0	4104.0	4223.0	1707.0	23.0	1232.0	431.0	435.0	25.0	94.0	21.0	5.0	24.0	15.0	19.0	113.0	11.0	68.0	69.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	3.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612754	199.0	1333.0	812.0	45.0	2351.0	3575.0	3686.0	1438.0	45.0	1598.0	335.0	617.0	2.0	61.0	12.0	19.0	130.0	17.0	19.0	210.0	13.0	100.0	34.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612756	898.0	2544.0	1840.0	123.0	3610.0	7310.0	6132.0	2551.0	68.0	2575.0	716.0	746.0	94.0	215.0	26.0	51.0	37.0	13.0	38.0	370.0	32.0	92.0	78.0	6.0	3.0	0.0	8.0	6.0	0.0	6.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	10.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612758	754.0	1688.0	24.0	8.0	8.0	704.0	7858.0	6416.0	29.0	2655.0	594.0	316.0	26.0	2715.0	73.0	0.0	0.0	163.0	0.0	0.0	78.0	2.0	28.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	576.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612759	87.0	1609.0	25.0	9.0	36.0	160.0	2961.0	2136.0	10.0	1545.0	487.0	147.0	13.0	356.0	12.0	0.0	0.0	505.0	0.0	2.0	27.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612760	855.0	672.0	39.0	2.0	19.0	360.0	4663.0	10057.0	7.0	2682.0	637.0	193.0	19.0	411.0	58.0	0.0	19.0	20.0	0.0	4.0	8.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
SRR9612761	238.0	1967.0	27.0	13.0	31.0	373.0	3984.0	7588.0	46.0	1752.0	852.0	207.0	2.0	1598.0	49.0	0.0	0.0	155.0	0.0	0.0	10.0	0.0	12.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612762	391.0	2225.0	11.0	0.0	10.0	371.0	5409.0	5171.0	30.0	2898.0	829.0	272.0	15.0	1284.0	36.0	0.0	11.0	456.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612763	153.0	1191.0	108.0	16.0	13.0	337.0	5257.0	3640.0	12.0	2305.0	448.0	260.0	16.0	490.0	30.0	0.0	2.0	379.0	0.0	0.0	39.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
SRR9612764	185.0	692.0	39.0	4.0	26.0	316.0	4889.0	6431.0	11.0	1338.0	737.0	520.0	27.0	1963.0	39.0	0.0	8.0	607.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612765	42.0	869.0	1199.0	213.0	1760.0	4884.0	3807.0	1071.0	34.0	1386.0	544.0	392.0	25.0	339.0	0.0	0.0	39.0	86.0	19.0	350.0	49.0	305.0	106.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612766	543.0	1359.0	2101.0	319.0	2866.0	7159.0	5383.0	2888.0	45.0	2734.0	667.0	857.0	65.0	874.0	28.0	0.0	110.0	42.0	37.0	690.0	71.0	325.0	189.0	0.0	0.0	0.0	30.0	18.0	0.0	5.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0
SRR9612769	55.0	1259.0	1823.0	241.0	3171.0	5826.0	3567.0	1021.0	23.0	1940.0	481.0	592.0	14.0	46.0	4.0	0.0	92.0	43.0	15.0	324.0	22.0	163.0	63.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612770	71.0	846.0	39.0	4.0	26.0	200.0	5550.0	1177.0	16.0	3421.0	528.0	240.0	15.0	37.0	0.0	0.0	0.0	684.0	0.0	0.0	12.0	3.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612772	0.0	2903.0	89.0	0.0	42.0	190.0	7102.0	1193.0	414.0	1001.0	950.0	108.0	4.0	2.0	0.0	0.0	12.0	313.0	0.0	16.0	22.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612775	234.0	2164.0	3862.0	625.0	4515.0	10345.0	8818.0	2610.0	104.0	4458.0	1083.0	1551.0	19.0	235.0	0.0	0.0	214.0	134.0	33.0	1063.0	59.0	614.0	104.0	0.0	0.0	0.0	13.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	18.0	3.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612776	221.0	1348.0	1623.0	184.0	3964.0	6398.0	6391.0	1274.0	189.0	1510.0	1121.0	1023.0	36.0	168.0	35.0	14.0	146.0	74.0	38.0	238.0	53.0	104.0	112.0	0.0	0.0	6.0	7.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	8.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
SRR9612777	136.0	1536.0	1928.0	283.0	4221.0	8285.0	4833.0	1434.0	189.0	1682.0	1450.0	3513.0	26.0	58.0	0.0	0.0	2618.0	20.0	12.0	360.0	12.0	69.0	150.0	0.0	0.0	0.0	33.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0	0.0	3.0	0.0	13.0	0.0	0.0	0.0	0.0
SRR9612778	141.0	2105.0	2280.0	291.0	3829.0	7523.0	5486.0	1164.0	100.0	2209.0	914.0	965.0	11.0	95.0	0.0	6.0	129.0	42.0	13.0	481.0	16.0	168.0	107.0	0.0	0.0	0.0	20.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	14.0	4.0	0.0	16.0	0.0	0.0	0.0	0.0
SRR9612779	68.0	670.0	1323.0	120.0	1641.0	4465.0	2727.0	683.0	41.0	1317.0	291.0	453.0	7.0	442.0	0.0	3.0	16.0	75.0	11.0	226.0	38.0	114.0	43.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612780	40.0	1057.0	910.0	83.0	2423.0	3942.0	3606.0	711.0	49.0	1211.0	297.0	498.0	7.0	69.0	11.0	0.0	193.0	45.0	16.0	237.0	27.0	72.0	56.0	0.0	0.0	0.0	10.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612781	338.0	3221.0	4999.0	508.0	7792.0	14940.0	8773.0	4224.0	76.0	5605.0	907.0	1597.0	79.0	579.0	32.0	41.0	105.0	59.0	91.0	1206.0	45.0	469.0	496.0	0.0	0.0	0.0	14.0	10.0	0.0	0.0	0.0	13.0	0.0	0.0	8.0	0.0	0.0	0.0	5.0	2.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612782	1320.0	2825.0	5101.0	628.0	4723.0	14380.0	10352.0	2802.0	165.0	5490.0	1400.0	2351.0	109.0	571.0	13.0	30.0	189.0	128.0	120.0	1121.0	166.0	642.0	157.0	0.0	0.0	4.0	56.0	0.0	0.0	8.0	8.0	0.0	0.0	0.0	12.0	9.0	0.0	0.0	30.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SRR9612783	118.0	613.0	1171.0	101.0	1792.0	3086.0	3623.0	581.0	53.0	947.0	528.0	786.0	15.0	54.0	0.0	16.0	609.0	14.0	0.0	297.0	8.0	90.0	60.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612784	56.0	538.0	1874.0	235.0	2640.0	5540.0	4170.0	621.0	81.0	852.0	413.0	832.0	32.0	132.0	0.0	0.0	30.0	34.0	29.0	400.0	53.0	171.0	121.0	0.0	0.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612792	40.0	883.0	764.0	55.0	2213.0	1932.0	2448.0	605.0	45.0	629.0	394.0	355.0	2.0	20.0	0.0	6.0	160.0	18.0	7.0	85.0	16.0	26.0	34.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612793	9.0	10492.0	108.0	23.0	19.0	217.0	6117.0	1169.0	36.0	1062.0	1376.0	214.0	0.0	0.0	0.0	0.0	14.0	460.0	0.0	10.0	13.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612794	2018.0	2275.0	251.0	27.0	54.0	988.0	13598.0	5447.0	42.0	4044.0	2463.0	566.0	4.0	878.0	223.0	5.0	2.0	315.0	15.0	6.0	71.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	461.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612795	270.0	6247.0	89.0	25.0	45.0	618.0	9311.0	5246.0	34.0	2143.0	1517.0	182.0	0.0	60.0	84.0	0.0	5.0	524.0	0.0	0.0	442.0	5.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612796	651.0	1895.0	178.0	17.0	44.0	977.0	17949.0	6801.0	90.0	3307.0	1650.0	207.0	14.0	757.0	144.0	0.0	16.0	325.0	0.0	8.0	935.0	5.0	12.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612797	136.0	1237.0	2164.0	167.0	2866.0	6242.0	4826.0	1280.0	65.0	1535.0	646.0	574.0	2.0	283.0	0.0	0.0	2.0	38.0	71.0	601.0	34.0	308.0	106.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	0.0	28.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612798	184.0	762.0	1478.0	113.0	2902.0	3619.0	3183.0	1355.0	16.0	2017.0	265.0	416.0	14.0	180.0	0.0	0.0	17.0	10.0	22.0	339.0	8.0	124.0	82.0	0.0	0.0	0.0	16.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612799	67.0	1639.0	2416.0	298.0	4769.0	7653.0	3672.0	1182.0	18.0	1971.0	381.0	641.0	5.0	79.0	3.0	22.0	46.0	24.0	15.0	492.0	9.0	244.0	55.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
