#SampleID	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Firmicutes	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__Myxococcota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Dependentiae	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Nitrospirota	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__Patescibacteria	d__Bacteria;p__Spirochaetota	d__Bacteria;p__WS4	d__Bacteria;p__Hydrogenedentes	d__Bacteria;p__Methylomirabilota	d__Bacteria;p__Latescibacterota	d__Bacteria;p__FCPU426	d__Bacteria;p__Sumerlaeota	d__Bacteria;p__Zixibacteria	d__Bacteria;p__Margulisbacteria	d__Bacteria;p__Entotheonellaeota	d__Bacteria;p__Cloacimonadota	d__Bacteria;p__Deferrisomatota	d__Bacteria;p__WPS-2	d__Bacteria;p__Campylobacterota	d__Bacteria;p__MBNT15	d__Bacteria;p__WS2	d__Bacteria;p__Deinococcota	d__Bacteria;p__NB1-j	d__Bacteria;p__Modulibacteria	d__Bacteria;p__DTB120	d__Bacteria;p__RCP2-54	d__Bacteria;p__Halanaerobiaeota	d__Bacteria;p__Fusobacteriota	d__Bacteria;p__WS1	d__Bacteria;p__Dadabacteria
SRR5532730	24.0	1073.0	188.0	57.0	597.0	123.0	868.0	0.0	9730.0	144.0	1135.0	0.0	26.0	0.0	25.0	0.0	11.0	2.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	6.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532733	12.0	4660.0	892.0	33.0	193.0	510.0	3359.0	0.0	3460.0	186.0	2105.0	0.0	36.0	0.0	8.0	0.0	210.0	0.0	0.0	17.0	21.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532744	13.0	6343.0	1711.0	87.0	212.0	455.0	1162.0	0.0	2986.0	120.0	1932.0	16.0	41.0	0.0	0.0	0.0	101.0	0.0	0.0	16.0	5.0	45.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532749	51.0	1733.0	229.0	177.0	810.0	168.0	995.0	0.0	14065.0	297.0	1206.0	13.0	65.0	0.0	24.0	0.0	8.0	2.0	0.0	12.0	14.0	10.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532750	21.0	4071.0	485.0	110.0	664.0	161.0	1228.0	0.0	10114.0	324.0	1424.0	10.0	38.0	0.0	20.0	0.0	57.0	14.0	0.0	23.0	29.0	34.0	1.0	0.0	0.0	6.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532751	30.0	4880.0	651.0	88.0	808.0	265.0	639.0	0.0	10756.0	321.0	1131.0	0.0	74.0	0.0	44.0	0.0	27.0	0.0	0.0	0.0	9.0	42.0	0.0	0.0	0.0	13.0	6.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532752	22.0	1898.0	249.0	118.0	1036.0	61.0	850.0	0.0	8018.0	943.0	1366.0	39.0	50.0	0.0	34.0	4.0	44.0	0.0	0.0	6.0	26.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532753	14.0	3323.0	704.0	95.0	259.0	448.0	164.0	0.0	11901.0	135.0	1437.0	18.0	43.0	0.0	0.0	6.0	54.0	0.0	0.0	2.0	20.0	13.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532754	0.0	6275.0	530.0	40.0	411.0	624.0	897.0	0.0	15471.0	95.0	1559.0	35.0	45.0	0.0	0.0	21.0	172.0	5.0	0.0	33.0	5.0	38.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532755	19.0	8514.0	2205.0	254.0	142.0	1464.0	249.0	0.0	3131.0	960.0	1700.0	6.0	10.0	0.0	7.0	8.0	321.0	0.0	0.0	9.0	43.0	60.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	780.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532756	20.0	9794.0	1419.0	87.0	197.0	415.0	355.0	0.0	12886.0	280.0	1270.0	5.0	90.0	0.0	0.0	22.0	301.0	0.0	0.0	0.0	7.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532759	12.0	4639.0	821.0	181.0	1036.0	145.0	1527.0	0.0	11479.0	445.0	2722.0	18.0	164.0	2.0	28.0	0.0	2.0	17.0	0.0	1.0	27.0	17.0	0.0	0.0	0.0	12.0	5.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532760	63.0	6040.0	807.0	182.0	1560.0	176.0	1674.0	0.0	6412.0	894.0	4125.0	55.0	192.0	0.0	76.0	1.0	85.0	30.0	0.0	129.0	36.0	26.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532761	54.0	4223.0	624.0	549.0	1797.0	1362.0	1095.0	0.0	19381.0	663.0	3255.0	1.0	221.0	0.0	89.0	2.0	14.0	2.0	0.0	55.0	28.0	0.0	0.0	0.0	0.0	35.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532762	0.0	13239.0	310.0	79.0	957.0	361.0	448.0	0.0	6732.0	122.0	1588.0	3.0	67.0	0.0	40.0	0.0	0.0	4.0	0.0	42.0	7.0	15.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	5.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532763	41.0	15819.0	2327.0	340.0	609.0	3686.0	565.0	0.0	10948.0	426.0	2168.0	15.0	101.0	0.0	7.0	20.0	83.0	0.0	0.0	14.0	14.0	70.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532764	3.0	5446.0	994.0	57.0	308.0	606.0	5024.0	0.0	10030.0	254.0	2245.0	9.0	51.0	0.0	0.0	60.0	446.0	6.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532765	18.0	15586.0	3935.0	46.0	203.0	719.0	371.0	0.0	7427.0	289.0	1485.0	0.0	22.0	0.0	5.0	0.0	184.0	0.0	0.0	0.0	8.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	237.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532766	42.0	7315.0	2915.0	152.0	301.0	1447.0	1012.0	0.0	10388.0	155.0	1059.0	0.0	38.0	0.0	5.0	16.0	36.0	2.0	0.0	10.0	6.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532767	42.0	3973.0	476.0	21.0	372.0	36.0	3697.0	0.0	203.0	66.0	2115.0	3.0	20.0	0.0	0.0	0.0	328.0	0.0	0.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532768	33.0	8491.0	930.0	54.0	273.0	150.0	1829.0	0.0	907.0	194.0	1670.0	0.0	29.0	0.0	3.0	9.0	504.0	0.0	0.0	2.0	6.0	18.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532769	53.0	6886.0	1147.0	11.0	642.0	35.0	2588.0	0.0	581.0	263.0	2707.0	9.0	31.0	0.0	0.0	0.0	1730.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532770	26.0	3574.0	572.0	15.0	532.0	73.0	1909.0	0.0	687.0	155.0	2663.0	0.0	32.0	0.0	3.0	0.0	2141.0	2.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532771	9.0	8697.0	957.0	110.0	375.0	750.0	2402.0	0.0	5224.0	224.0	2066.0	4.0	46.0	3.0	9.0	5.0	218.0	2.0	0.0	9.0	20.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532772	8.0	12729.0	1234.0	170.0	267.0	598.0	2606.0	0.0	3229.0	161.0	2875.0	20.0	51.0	0.0	15.0	4.0	56.0	0.0	0.0	11.0	7.0	16.0	0.0	16.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532773	11.0	4469.0	426.0	55.0	184.0	397.0	2368.0	0.0	3658.0	119.0	3074.0	20.0	39.0	0.0	9.0	0.0	74.0	0.0	0.0	23.0	16.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532777	25.0	6412.0	1088.0	52.0	211.0	56.0	568.0	0.0	2558.0	139.0	1857.0	88.0	23.0	0.0	11.0	2.0	1367.0	0.0	0.0	17.0	10.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532778	13.0	15637.0	1152.0	105.0	553.0	1317.0	877.0	0.0	3790.0	284.0	2531.0	74.0	25.0	0.0	0.0	5.0	1258.0	20.0	0.0	0.0	23.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532783	16.0	15511.0	1251.0	118.0	232.0	207.0	490.0	0.0	3315.0	168.0	784.0	7.0	32.0	0.0	2.0	0.0	263.0	0.0	0.0	0.0	6.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532784	48.0	11209.0	818.0	158.0	289.0	258.0	962.0	0.0	4420.0	236.0	1172.0	0.0	22.0	0.0	2.0	5.0	258.0	0.0	0.0	0.0	12.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	359.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532810	31.0	1924.0	208.0	62.0	311.0	11.0	3254.0	0.0	2430.0	202.0	1719.0	30.0	108.0	0.0	34.0	0.0	0.0	1.0	0.0	12.0	36.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532811	13.0	1216.0	181.0	39.0	367.0	96.0	1587.0	0.0	5666.0	129.0	1543.0	0.0	131.0	0.0	35.0	0.0	14.0	0.0	0.0	21.0	9.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532816	0.0	3085.0	184.0	120.0	705.0	167.0	1678.0	0.0	3689.0	269.0	1624.0	0.0	159.0	0.0	5.0	5.0	22.0	0.0	1.0	39.0	17.0	23.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532818	10.0	1368.0	219.0	89.0	485.0	46.0	1689.0	0.0	6543.0	247.0	1688.0	72.0	58.0	0.0	25.0	0.0	0.0	0.0	0.0	5.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
SRR5532819	44.0	3866.0	291.0	124.0	826.0	25.0	2653.0	0.0	4961.0	242.0	1432.0	55.0	120.0	0.0	92.0	0.0	49.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532822	73.0	3204.0	587.0	19.0	755.0	977.0	2878.0	0.0	303.0	48.0	4081.0	8.0	48.0	0.0	11.0	0.0	169.0	0.0	0.0	6.0	11.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532823	70.0	10799.0	952.0	13.0	435.0	547.0	3162.0	0.0	229.0	111.0	3454.0	17.0	41.0	0.0	0.0	0.0	162.0	0.0	0.0	28.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743444	656.0	6901.0	1038.0	4.0	2270.0	1887.0	7025.0	10.0	221.0	76.0	44.0	22.0	6.0	11.0	7.0	16.0	0.0	14.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743446	269.0	6110.0	2171.0	0.0	250.0	540.0	6944.0	0.0	27.0	0.0	6.0	0.0	0.0	3.0	0.0	0.0	12.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743457	111.0	4752.0	733.0	0.0	992.0	481.0	6621.0	0.0	130.0	10.0	16.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743461	148.0	7779.0	3768.0	0.0	286.0	225.0	2729.0	4.0	312.0	50.0	10.0	8.0	0.0	0.0	6.0	2.0	353.0	12.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743462	247.0	8702.0	3671.0	0.0	213.0	529.0	6130.0	0.0	76.0	17.0	0.0	14.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743465	325.0	8318.0	3144.0	0.0	534.0	1141.0	9381.0	0.0	54.0	39.0	0.0	24.0	0.0	2.0	0.0	6.0	0.0	9.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743466	996.0	6044.0	511.0	8.0	1339.0	1919.0	3831.0	8.0	353.0	259.0	19.0	65.0	31.0	0.0	7.0	13.0	18.0	103.0	5.0	3.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743472	237.0	4390.0	1133.0	0.0	1416.0	821.0	7291.0	2.0	240.0	38.0	0.0	16.0	0.0	5.0	14.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743488	306.0	7567.0	2424.0	0.0	1805.0	827.0	5959.0	15.0	291.0	134.0	42.0	53.0	7.0	8.0	28.0	21.0	11.0	16.0	0.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743491	249.0	10684.0	2274.0	0.0	1451.0	705.0	12173.0	0.0	98.0	26.0	24.0	0.0	10.0	10.0	0.0	8.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743493	159.0	4403.0	1229.0	0.0	719.0	403.0	6991.0	5.0	76.0	6.0	24.0	7.0	0.0	6.0	8.0	7.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743494	644.0	11061.0	5352.0	8.0	664.0	1023.0	10647.0	0.0	204.0	65.0	21.0	12.0	0.0	12.0	0.0	16.0	0.0	21.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743501	159.0	5787.0	2784.0	0.0	238.0	248.0	5855.0	0.0	126.0	4.0	4.0	7.0	0.0	3.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743505	181.0	9097.0	2901.0	0.0	1422.0	704.0	7367.0	0.0	228.0	41.0	31.0	17.0	5.0	4.0	16.0	0.0	0.0	3.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743506	310.0	5803.0	1531.0	0.0	636.0	811.0	5163.0	6.0	144.0	79.0	14.0	3.0	2.0	3.0	0.0	0.0	49.0	7.0	6.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743508	86.0	12627.0	1525.0	0.0	1033.0	583.0	19975.0	3.0	78.0	25.0	18.0	8.0	0.0	3.0	0.0	0.0	0.0	6.0	0.0	5.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743510	102.0	5511.0	411.0	0.0	1013.0	1478.0	5359.0	0.0	177.0	94.0	105.0	0.0	42.0	27.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743512	391.0	10781.0	4275.0	0.0	723.0	902.0	4166.0	0.0	358.0	85.0	0.0	22.0	0.0	0.0	0.0	0.0	97.0	31.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743516	25.0	4181.0	3952.0	0.0	62.0	192.0	3285.0	0.0	77.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743517	268.0	9853.0	5003.0	0.0	511.0	957.0	8937.0	0.0	137.0	133.0	0.0	19.0	0.0	17.0	11.0	12.0	0.0	82.0	3.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743518	0.0	5491.0	3703.0	0.0	62.0	181.0	2365.0	0.0	12.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743519	285.0	7101.0	2135.0	0.0	1395.0	617.0	4463.0	0.0	306.0	152.0	0.0	26.0	10.0	2.0	20.0	6.0	0.0	12.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743520	586.0	8678.0	2962.0	0.0	1006.0	981.0	5150.0	5.0	273.0	131.0	35.0	24.0	11.0	6.0	0.0	5.0	28.0	23.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743524	0.0	11160.0	6169.0	0.0	9.0	72.0	3961.0	0.0	24.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743527	711.0	8667.0	2436.0	0.0	1293.0	1173.0	5590.0	6.0	377.0	168.0	32.0	28.0	6.0	11.0	0.0	21.0	50.0	36.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743528	329.0	14006.0	3919.0	0.0	1823.0	852.0	8296.0	4.0	253.0	10.0	35.0	9.0	5.0	9.0	22.0	13.0	11.0	13.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743529	63.0	6739.0	3096.0	0.0	74.0	108.0	5548.0	0.0	24.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743541	507.0	7643.0	1662.0	0.0	2413.0	1429.0	13605.0	8.0	384.0	116.0	59.0	50.0	16.0	25.0	20.0	10.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0
SRR8743544	197.0	4760.0	1802.0	0.0	381.0	828.0	5989.0	6.0	139.0	15.0	6.0	0.0	4.0	13.0	3.0	4.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743546	44.0	5859.0	1072.0	0.0	546.0	398.0	6394.0	0.0	48.0	23.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
