#SampleID	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Firmicutes	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__Myxococcota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Dependentiae	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__NB1-j	d__Bacteria;p__Campylobacterota	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Nitrospirota	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__Patescibacteria	d__Bacteria;p__FCPU426	d__Bacteria;p__MBNT15	d__Bacteria;p__Entotheonellaeota	d__Bacteria;p__Latescibacterota	d__Bacteria;p__Deinococcota	d__Bacteria;p__Fusobacteriota	d__Bacteria;p__WPS-2	d__Bacteria;p__Spirochaetota	d__Bacteria;p__WS4	d__Bacteria;p__Hydrogenedentes	d__Bacteria;p__Methylomirabilota	d__Bacteria;p__Sumerlaeota	d__Bacteria;p__Zixibacteria	d__Bacteria;p__Margulisbacteria	d__Bacteria;p__Cloacimonadota	d__Bacteria;p__Deferrisomatota	d__Bacteria;p__LCP-89	d__Bacteria;p__GAL15	d__Bacteria;p__WOR-1	d__Bacteria;p__WS2	d__Bacteria;p__CK-2C2-2	d__Bacteria;p__TX1A-33	d__Bacteria;p__WS1	d__Bacteria;p__Modulibacteria	d__Bacteria;p__DTB120	d__Bacteria;p__Sva0485	d__Bacteria;p__RCP2-54	d__Bacteria;p__Halanaerobiaeota	d__Bacteria;p__Dadabacteria	d__Bacteria;p__Nitrospinota	d__Bacteria;p__PAUC34f	d__Bacteria;p__FW113	d__Bacteria;p__Rs-K70_termite_group	d__Bacteria;p__Deferribacterota	d__Bacteria;p__TA06	d__Bacteria;p__Synergistota	d__Bacteria;p__Thermotogota	d__Bacteria;p__Caldisericota	d__Bacteria;p__Caldatribacteriota	d__Bacteria;p__Coprothermobacterota
SRR5532790	5002.0	10905.0	1776.0	412.0	4457.0	793.0	11032.0	0.0	2365.0	1300.0	7812.0	41.0	1778.0	0.0	260.0	26.0	0.0	0.0	191.0	44.0	0.0	100.0	93.0	0.0	4.0	0.0	25.0	6.0	0.0	0.0	41.0	6.0	17.0	15.0	17.0	0.0	0.0	15.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532791	2867.0	14327.0	1780.0	806.0	3492.0	1557.0	11694.0	3.0	2574.0	1088.0	7913.0	65.0	1028.0	0.0	255.0	3.0	0.0	0.0	137.0	64.0	0.0	65.0	82.0	0.0	0.0	4.0	16.0	12.0	0.0	0.0	39.0	11.0	67.0	32.0	32.0	3.0	0.0	27.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532792	470.0	4031.0	123.0	661.0	2797.0	656.0	10330.0	0.0	1494.0	459.0	5060.0	26.0	592.0	0.0	404.0	4.0	0.0	0.0	10.0	35.0	0.0	72.0	10.0	0.0	0.0	0.0	10.0	20.0	0.0	12.0	38.0	4.0	0.0	0.0	19.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532794	762.0	2716.0	534.0	135.0	1004.0	172.0	2155.0	0.0	320.0	203.0	1575.0	3.0	167.0	0.0	41.0	8.0	0.0	0.0	360.0	55.0	0.0	24.0	17.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	17.0	4.0	0.0	4.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532795	3477.0	9786.0	2506.0	373.0	3544.0	229.0	4200.0	3.0	922.0	900.0	4080.0	36.0	1175.0	0.0	244.0	23.0	0.0	0.0	735.0	49.0	0.0	121.0	89.0	0.0	0.0	0.0	22.0	36.0	0.0	0.0	13.0	42.0	62.0	26.0	23.0	17.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532796	742.0	15663.0	1272.0	306.0	1078.0	578.0	10389.0	0.0	1500.0	411.0	4868.0	40.0	383.0	8.0	105.0	1.0	0.0	0.0	57.0	0.0	0.0	66.0	66.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	17.0	0.0	16.0	8.0	10.0	0.0	0.0	33.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532797	1914.0	13590.0	1865.0	508.0	3066.0	1204.0	13733.0	2.0	2435.0	1288.0	9034.0	39.0	1010.0	13.0	128.0	21.0	0.0	0.0	137.0	20.0	0.0	56.0	75.0	0.0	0.0	0.0	8.0	13.0	0.0	0.0	26.0	4.0	23.0	24.0	25.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532798	3586.0	5278.0	362.0	161.0	5589.0	264.0	2756.0	0.0	2459.0	506.0	3273.0	145.0	1535.0	9.0	332.0	36.0	0.0	0.0	15.0	85.0	0.0	527.0	9.0	1.0	0.0	0.0	23.0	0.0	0.0	0.0	52.0	2.0	34.0	93.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532799	3996.0	8086.0	1447.0	456.0	8185.0	1560.0	2514.0	0.0	3078.0	1250.0	4666.0	154.0	1494.0	0.0	466.0	83.0	0.0	0.0	36.0	501.0	0.0	610.0	95.0	0.0	6.0	0.0	61.0	32.0	0.0	0.0	64.0	53.0	78.0	96.0	64.0	9.0	0.0	0.0	73.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	108.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532800	1706.0	5639.0	344.0	276.0	9947.0	316.0	3163.0	0.0	4474.0	953.0	8721.0	182.0	1442.0	24.0	525.0	46.0	0.0	0.0	6.0	135.0	0.0	229.0	773.0	0.0	3.0	0.0	254.0	0.0	0.0	49.0	50.0	15.0	0.0	11.0	39.0	6.0	0.0	2.0	8.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532801	1800.0	2696.0	1399.0	464.0	5381.0	9968.0	1912.0	0.0	4248.0	625.0	5657.0	30.0	1319.0	0.0	457.0	108.0	0.0	0.0	36.0	98.0	0.0	158.0	60.0	8.0	0.0	0.0	51.0	13.0	0.0	0.0	431.0	50.0	60.0	68.0	126.0	0.0	0.0	65.0	11.0	8.0	0.0	0.0	0.0	0.0	0.0	4.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532802	3372.0	5806.0	956.0	329.0	5743.0	2612.0	2475.0	0.0	5400.0	569.0	4242.0	73.0	1524.0	0.0	303.0	119.0	0.0	0.0	18.0	83.0	0.0	659.0	17.0	0.0	0.0	0.0	55.0	6.0	0.0	0.0	164.0	0.0	75.0	71.0	78.0	2.0	0.0	38.0	12.0	19.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532803	4734.0	6233.0	958.0	404.0	8186.0	3463.0	2302.0	0.0	3041.0	1055.0	4182.0	3.0	1738.0	0.0	353.0	49.0	0.0	0.0	7.0	398.0	0.0	173.0	51.0	1.0	4.0	0.0	138.0	27.0	0.0	0.0	52.0	25.0	52.0	115.0	66.0	22.0	0.0	0.0	114.0	21.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532804	1243.0	2128.0	351.0	300.0	11399.0	742.0	1802.0	0.0	3176.0	735.0	7410.0	20.0	406.0	3.0	462.0	58.0	0.0	0.0	17.0	119.0	0.0	19.0	53.0	0.0	3.0	0.0	315.0	15.0	0.0	6.0	138.0	24.0	7.0	79.0	49.0	7.0	0.0	19.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532805	3663.0	7920.0	1888.0	428.0	6787.0	2102.0	2495.0	0.0	4856.0	907.0	4977.0	69.0	1726.0	0.0	513.0	124.0	0.0	0.0	21.0	136.0	0.0	1911.0	44.0	5.0	11.0	0.0	77.0	14.0	0.0	18.0	186.0	17.0	44.0	84.0	94.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532806	2132.0	3227.0	799.0	294.0	6645.0	1496.0	836.0	0.0	1344.0	496.0	2490.0	7.0	850.0	0.0	271.0	20.0	0.0	0.0	50.0	160.0	0.0	219.0	40.0	0.0	0.0	0.0	59.0	14.0	0.0	0.0	61.0	1.0	44.0	76.0	27.0	1.0	0.0	5.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532807	1697.0	7359.0	450.0	317.0	8959.0	304.0	3971.0	0.0	4533.0	841.0	7735.0	150.0	1250.0	33.0	483.0	43.0	0.0	0.0	1.0	120.0	0.0	140.0	459.0	0.0	3.0	0.0	139.0	0.0	0.0	70.0	49.0	0.0	1.0	35.0	35.0	0.0	0.0	0.0	12.0	2.0	0.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532808	4092.0	7343.0	398.0	281.0	6501.0	347.0	4430.0	0.0	3141.0	497.0	4276.0	170.0	1542.0	10.0	197.0	23.0	0.0	0.0	14.0	101.0	0.0	85.0	16.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	14.0	9.0	35.0	114.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532809	3782.0	7368.0	998.0	182.0	8824.0	93.0	2198.0	0.0	1562.0	523.0	4235.0	93.0	1667.0	0.0	310.0	24.0	0.0	0.0	15.0	235.0	0.0	973.0	44.0	0.0	0.0	0.0	65.0	10.0	0.0	0.0	6.0	0.0	21.0	128.0	16.0	8.0	0.0	6.0	21.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532810	31.0	1924.0	208.0	62.0	311.0	11.0	3254.0	0.0	2430.0	202.0	1719.0	30.0	108.0	0.0	34.0	0.0	0.0	0.0	0.0	1.0	0.0	12.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532811	13.0	1216.0	181.0	39.0	367.0	96.0	1587.0	0.0	5666.0	129.0	1543.0	0.0	131.0	0.0	35.0	0.0	0.0	0.0	14.0	0.0	0.0	21.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532812	1591.0	8532.0	1883.0	1227.0	3737.0	2707.0	567.0	0.0	1835.0	1080.0	1971.0	29.0	606.0	0.0	163.0	44.0	0.0	690.0	162.0	66.0	0.0	97.0	201.0	0.0	1.0	0.0	22.0	49.0	0.0	0.0	61.0	41.0	15.0	34.0	35.0	12.0	0.0	15.0	30.0	9.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532813	1534.0	9781.0	2490.0	1219.0	4255.0	1974.0	443.0	0.0	2187.0	1213.0	1942.0	46.0	691.0	0.0	114.0	106.0	0.0	19.0	183.0	167.0	3.0	88.0	227.0	0.0	0.0	3.0	37.0	30.0	0.0	0.0	53.0	15.0	50.0	29.0	62.0	11.0	4.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532814	2338.0	9198.0	1467.0	567.0	6200.0	965.0	896.0	0.0	2056.0	1100.0	4137.0	145.0	1182.0	0.0	224.0	67.0	0.0	0.0	219.0	273.0	4.0	266.0	115.0	0.0	4.0	0.0	66.0	17.0	0.0	0.0	61.0	7.0	40.0	68.0	44.0	10.0	0.0	0.0	30.0	0.0	0.0	0.0	8.0	0.0	10.0	4.0	4.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532815	2128.0	6859.0	1998.0	871.0	4480.0	423.0	726.0	0.0	1666.0	994.0	1729.0	124.0	757.0	8.0	113.0	84.0	0.0	0.0	222.0	169.0	0.0	1939.0	80.0	0.0	0.0	2.0	65.0	8.0	0.0	0.0	22.0	35.0	24.0	33.0	27.0	10.0	0.0	0.0	27.0	7.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532816	0.0	3085.0	184.0	120.0	705.0	167.0	1678.0	0.0	3689.0	269.0	1624.0	0.0	159.0	0.0	5.0	5.0	0.0	0.0	22.0	0.0	1.0	39.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	3.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532818	10.0	1368.0	219.0	89.0	485.0	46.0	1689.0	0.0	6543.0	247.0	1688.0	72.0	58.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532819	44.0	3866.0	291.0	124.0	826.0	25.0	2653.0	0.0	4961.0	242.0	1432.0	55.0	120.0	0.0	92.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532820	2039.0	7562.0	2981.0	821.0	3944.0	4640.0	858.0	0.0	3124.0	3704.0	2724.0	60.0	848.0	4.0	250.0	66.0	0.0	517.0	103.0	44.0	0.0	75.0	200.0	0.0	0.0	0.0	35.0	13.0	0.0	0.0	111.0	31.0	43.0	52.0	37.0	6.0	0.0	55.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	11.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532821	1790.0	5569.0	1837.0	891.0	2539.0	1562.0	860.0	0.0	2453.0	748.0	1597.0	49.0	448.0	0.0	130.0	64.0	0.0	2.0	100.0	60.0	0.0	113.0	115.0	0.0	0.0	0.0	24.0	10.0	0.0	0.0	61.0	15.0	16.0	34.0	18.0	1.0	0.0	23.0	9.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532822	73.0	3204.0	587.0	19.0	755.0	977.0	2878.0	0.0	303.0	48.0	4081.0	8.0	48.0	0.0	11.0	0.0	0.0	0.0	169.0	0.0	0.0	6.0	11.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532823	70.0	10799.0	952.0	13.0	435.0	547.0	3162.0	0.0	229.0	111.0	3454.0	17.0	41.0	0.0	0.0	0.0	0.0	0.0	162.0	0.0	0.0	28.0	10.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532824	5431.0	14914.0	1477.0	744.0	5607.0	5202.0	7689.0	0.0	3001.0	808.0	8405.0	15.0	2294.0	0.0	661.0	14.0	0.0	0.0	41.0	44.0	0.0	143.0	64.0	0.0	0.0	0.0	8.0	14.0	0.0	0.0	64.0	25.0	81.0	82.0	64.0	3.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532825	4907.0	13249.0	1249.0	248.0	3924.0	1922.0	6520.0	0.0	1957.0	532.0	4963.0	58.0	1455.0	3.0	249.0	22.0	0.0	17.0	1.0	28.0	0.0	71.0	15.0	0.0	0.0	0.0	2.0	13.0	0.0	0.0	7.0	4.0	7.0	36.0	12.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532826	6694.0	13375.0	992.0	173.0	3953.0	2970.0	5347.0	0.0	1928.0	260.0	5711.0	20.0	1233.0	0.0	253.0	5.0	0.0	9.0	57.0	20.0	0.0	54.0	32.0	0.0	0.0	0.0	8.0	12.0	0.0	0.0	3.0	0.0	33.0	70.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532827	4799.0	11956.0	2405.0	228.0	3599.0	970.0	4234.0	0.0	2675.0	888.0	4777.0	43.0	1580.0	0.0	227.0	135.0	0.0	0.0	437.0	30.0	0.0	74.0	15.0	0.0	2.0	0.0	35.0	0.0	0.0	0.0	15.0	0.0	37.0	2.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532828	1052.0	7557.0	272.0	664.0	4526.0	1179.0	10623.0	0.0	3195.0	567.0	8492.0	19.0	1145.0	2.0	797.0	34.0	0.0	0.0	11.0	38.0	0.0	80.0	74.0	0.0	0.0	0.0	169.0	12.0	0.0	4.0	90.0	27.0	9.0	9.0	57.0	0.0	0.0	31.0	9.0	0.0	0.0	0.0	1.0	0.0	0.0	8.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532829	1426.0	9430.0	471.0	759.0	6904.0	2275.0	12555.0	0.0	3244.0	1355.0	9499.0	81.0	2202.0	3.0	1044.0	31.0	0.0	0.0	59.0	30.0	0.0	209.0	7.0	1.0	0.0	0.0	29.0	21.0	0.0	24.0	35.0	14.0	9.0	39.0	72.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532830	780.0	11219.0	554.0	789.0	7668.0	1129.0	14419.0	0.0	4498.0	1754.0	11041.0	113.0	2635.0	14.0	1307.0	34.0	0.0	5.0	33.0	125.0	0.0	86.0	67.0	0.0	0.0	0.0	121.0	8.0	0.0	27.0	106.0	59.0	11.0	58.0	71.0	0.0	0.0	32.0	23.0	0.0	0.0	0.0	7.0	0.0	2.0	3.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532831	1106.0	8239.0	381.0	518.0	6553.0	439.0	4326.0	0.0	4301.0	1370.0	6634.0	148.0	1413.0	48.0	917.0	27.0	0.0	0.0	56.0	27.0	0.0	55.0	1356.0	0.0	0.0	0.0	94.0	0.0	0.0	26.0	18.0	32.0	2.0	9.0	27.0	3.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743444	656.0	6901.0	1038.0	4.0	2270.0	1887.0	7025.0	10.0	221.0	76.0	44.0	22.0	6.0	11.0	7.0	16.0	0.0	0.0	0.0	14.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743445	1602.0	10911.0	1700.0	0.0	4269.0	3011.0	9220.0	12.0	614.0	284.0	90.0	24.0	142.0	30.0	31.0	63.0	0.0	0.0	8.0	96.0	0.0	3.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743446	269.0	6110.0	2171.0	0.0	250.0	540.0	6944.0	0.0	27.0	0.0	6.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	12.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743447	1386.0	6438.0	748.0	7.0	1835.0	2326.0	9465.0	11.0	428.0	207.0	84.0	0.0	0.0	9.0	10.0	0.0	0.0	0.0	0.0	84.0	0.0	6.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743456	2548.0	12763.0	1544.0	0.0	4182.0	4187.0	18834.0	2.0	1160.0	443.0	68.0	13.0	8.0	39.0	4.0	25.0	11.0	0.0	10.0	191.0	0.0	0.0	23.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743457	111.0	4752.0	733.0	0.0	992.0	481.0	6621.0	0.0	130.0	10.0	16.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743461	148.0	7779.0	3768.0	0.0	286.0	225.0	2729.0	4.0	312.0	50.0	10.0	8.0	0.0	0.0	6.0	2.0	0.0	0.0	353.0	12.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743462	247.0	8702.0	3671.0	0.0	213.0	529.0	6130.0	0.0	76.0	17.0	0.0	14.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
